Country,Year,NumDisaster,NumKilled,NumInjured,NumAffected,NumHomeless,TotalDamUSD,Continent
Czech Rep,2000,1,0,0,0,0,80000,Europe
Czech Rep,2002,3,20,0,200000,0,2420000,Europe
Czech Rep,2003,1,418,0,0,0,0,Europe
Czech Rep,2005,3,16,3,0,0,0,Europe
Czech Rep,2006,2,6,0,4315,0,0,Europe
Czech Rep,2007,1,4,0,0,0,150000,Europe
Czech Rep,2008,1,2,0,0,0,50000,Europe
Czech Rep,2009,2,15,12,14450,0,150000,Europe
Czech Rep,2010,4,23,0,1400,0,347560,Europe
Czech Rep,2012,2,32,0,0,0,0,Europe
Czech Rep,2013,1,4,0,0,0,0,Europe
Denmark,2002,1,1,0,0,0,0,Europe
Denmark,2005,1,4,0,0,0,1300000,Europe
Denmark,2007,1,0,0,0,0,100000,Europe
Denmark,2010,1,0,0,0,0,0,Europe
Djibouti,2000,1,4,0,419,0,0,Africa
Djibouti,2004,1,51,0,98500,1500,0,Africa
Djibouti,2005,1,0,0,150000,0,0,Africa
Djibouti,2007,2,6,0,43312,0,0,Africa
Djibouti,2008,1,0,0,340000,0,0,Africa
Djibouti,2010,1,0,0,200258,0,0,Africa
Dominica,2001,1,3,0,175,0,0,Americas
Dominica,2004,1,0,0,100,0,0,Americas
Dominica,2007,1,2,30,7500,0,20000,Americas
Dominica,2011,1,0,0,144,96,0,Americas
Dominican Rep,2001,1,3,0,0,0,10,Americas
Dominican Rep,2002,1,3,0,1750,0,500,Americas
Dominican Rep,2003,4,21,18,77460,0,44720,Americas
Dominican Rep,2004,4,703,9,22160,2092,297000,Americas
Dominican Rep,2005,3,12,0,2450,0,0,Americas
Dominican Rep,2007,5,175,0,162763,0,162700,Americas
Dominican Rep,2008,3,13,2,17000,0,0,Americas
Dominican Rep,2009,3,32,0,17835,0,52403,Americas
Dominican Rep,2010,4,137,0,64521,0,0,Americas
Dominican Rep,2011,4,12,220,55200,0,30000,Americas
Dominican Rep,2012,5,172,0,71675,11500,0,Americas
Ecuador,2000,5,86,87,100370,180,0,Americas
Ecuador,2001,3,58,30,32270,0,10975,Americas
Ecuador,2002,6,91,6,201350,3027,16000,Americas
Ecuador,2003,2,0,0,32905,0,0,Americas
Ecuador,2006,3,21,13,357920,0,152800,Americas
Ecuador,2008,1,41,0,275000,14122,1000000,Americas
Ecuador,2009,2,3,2,119305,0,1700,Americas
Ecuador,2010,4,18,0,12940,500,0,Americas
Ecuador,2011,2,7,0,3750,0,0,Americas
Ecuador,2012,3,45,140,80632,0,0,Americas
Ecuador,2013,1,14,0,0,0,0,Americas
Egypt,2000,1,3,105,0,0,0,Africa
Egypt,2002,3,18,70,1050,0,0,Africa
Egypt,2004,3,28,42,143,0,0,Africa
Egypt,2008,1,98,72,0,625,0,Africa
Egypt,2010,3,58,40,3500,0,0,Africa
El Salvador,2000,3,27,0,711,0,0,Americas
El Salvador,2001,4,1159,8122,1983428,0,1870900,Americas
El Salvador,2002,3,7,0,2999,0,0,Americas
El Salvador,2003,1,304,0,50000,0,0,Americas
El Salvador,2005,6,120,1,77223,0,355700,Americas
El Salvador,2006,2,1,0,16470,0,0,Americas
El Salvador,2007,2,2,0,3300,0,0,Americas
El Salvador,2008,2,30,0,3000,0,0,Americas
El Salvador,2009,3,282,0,79598,15000,966000,Americas
El Salvador,2010,3,17,3,9217,2800,20000,Americas
El Salvador,2011,1,35,0,300000,0,1000000,Americas
Equatorial Guinea,2004,1,15,0,946,0,0,Africa
Estonia,2005,2,3,0,100,0,130000,Europe
Estonia,2012,1,1,0,0,0,0,Europe
Ethiopia,2000,9,495,5,37033,165,0,Africa
Ethiopia,2001,5,434,0,47666,0,0,Africa
Ethiopia,2002,2,34,0,4000,0,0,Africa
Ethiopia,2003,2,119,0,12710000,0,0,Africa
Ethiopia,2005,8,285,0,2852382,0,6200,Africa
Ethiopia,2006,9,1302,96,466898,0,3200,Africa
Ethiopia,2007,3,22,0,247386,0,0,Africa
Ethiopia,2008,5,65,35,6518729,810,0,Africa
Ethiopia,2009,2,135,0,6213652,0,0,Africa
Ethiopia,2010,4,35,0,4887346,0,0,Africa
Ethiopia,2011,1,0,0,40200,0,0,Africa
Ethiopia,2012,1,0,0,1000000,0,0,Africa
Fiji,2000,1,4,0,0,0,0,Oceania
Fiji,2001,1,1,0,0,0,0,Oceania
Fiji,2003,1,17,0,30000,0,30000,Oceania
Fiji,2004,2,16,0,5600,0,4000,Oceania
Fiji,2005,1,0,0,0,0,0,Oceania
Fiji,2006,2,4,0,392,0,500,Oceania
Fiji,2007,4,7,0,969,0,37652,Oceania
Fiji,2008,1,7,0,0,0,0,Oceania
Fiji,2009,2,14,0,14401,0,56547,Oceania
Fiji,2010,1,2,0,39101,0,39427,Oceania
Fiji,2012,3,17,0,27945,0,97400,Oceania
Finland,2005,1,0,0,400,0,0,Europe
France,2000,7,11,19,2300,200,0,Europe
France,2001,7,17,121,17181,0,132350,Europe
France,2002,6,29,3,3736,0,1191000,Europe
France,2003,6,19511,74,30000,0,5900050,Europe
France,2004,1,11,0,0,0,0,Europe
France,2005,5,13,0,4000,0,10000,Europe
France,2006,3,1393,2,600,0,0,Europe
France,2007,3,5,0,900,0,250000,Europe
France,2008,4,7,6,2100,600,80000,Europe
France,2009,4,16,200,0,0,3200000,Europe
France,2010,4,81,79,500000,0,5730000,Europe
France,2011,2,3,0,2300,0,0,Europe
France,2012,1,12,0,0,0,0,Europe
France,2013,1,2,0,2000,0,655000,Europe
French Polynesia,2010,1,1,11,3400,0,11000,Oceania
Gabon,2001,1,50,0,10,0,0,Africa
Gabon,2004,1,1,0,100,0,0,Africa
Gabon,2007,1,0,0,17900,0,0,Africa
Gabon,2009,1,0,0,0,800,0,Africa
Gabon,2010,3,0,0,2316,0,0,Africa
Gabon,2012,1,1,0,77845,0,0,Africa
Gambia The,2000,1,21,0,116,0,0,Africa
Gambia The,2001,1,1,0,250,0,0,Africa
Gambia The,2002,1,0,0,0,0,0,Africa
Gambia The,2003,1,3,19,8000,0,0,Africa
Gambia The,2004,2,2,112,6025,0,0,Africa
Gambia The,2007,1,0,0,300,0,0,Africa
Gambia The,2008,2,0,0,300,400,0,Africa
Gambia The,2009,2,5,0,16608,0,0,Africa
Gambia The,2010,2,9,0,38961,0,0,Africa
Gambia The,2012,1,0,0,428000,0,0,Africa
Georgia,2000,1,0,0,696000,0,200000,Asia
Georgia,2001,1,0,0,900,0,0,Asia
Georgia,2002,1,6,70,18000,1086,350000,Asia
Georgia,2004,2,1,0,0,90,2156,Asia
Georgia,2005,1,0,0,2500,0,0,Asia
Georgia,2006,1,0,0,600,0,0,Asia
Georgia,2009,1,0,6,7300,0,0,Asia
Georgia,2011,1,7,0,1750,0,0,Asia
Georgia,2012,2,5,36,100000,6000,94000,Asia
Germany,2001,1,6,0,0,0,300000,Europe
Germany,2002,6,49,127,330609,0,13650000,Europe
Germany,2003,3,9370,0,0,0,1950000,Europe
Germany,2004,2,2,0,150,0,142000,Europe
Germany,2005,5,14,167,450,0,790000,Europe
Germany,2006,5,13,300,1000,0,0,Europe
Germany,2007,3,19,130,0,0,5500000,Europe
Germany,2008,3,9,0,0,0,2700000,Europe
Germany,2009,3,15,0,0,0,70000,Europe
Germany,2010,4,8,0,0,0,1000000,Europe
Germany,2011,1,4,0,0,0,0,Europe
Germany,2012,2,6,0,0,0,0,Europe
Germany,2013,1,0,0,0,0,0,Europe
Ghana,2001,3,24,25,140141,5000,0,Africa
Ghana,2002,2,4,0,2200,0,0,Africa
Ghana,2005,1,40,0,2248,0,0,Africa
Ghana,2007,1,56,0,332600,0,0,Africa
Ghana,2008,1,0,0,58000,0,0,Africa
Ghana,2009,2,40,0,159545,0,0,Africa
Ghana,2010,3,90,0,17274,0,0,Africa
Ghana,2011,3,121,12,104034,0,0,Africa
Ghana,2012,2,76,0,5441,0,0,Africa
Ghana,2013,1,18,250,310,0,0,Africa
Greece,2000,6,37,195,7200,90,3000,Europe
Greece,2001,3,11,0,1350,0,0,Europe
Greece,2002,6,2,29,540,0,0,Europe
Greece,2003,4,0,50,450,0,600000,Europe
Greece,2004,2,0,0,0,0,340000,Europe
Greece,2006,3,4,0,3690,0,5659,Europe
Greece,2007,4,88,68,2193,3735,1750000,Europe
Greece,2008,1,2,240,3468,0,0,Europe
Greece,2009,2,0,0,715,325,0,Europe
Greece,2010,1,1,0,150,0,0,Europe
Greece,2012,2,6,0,200,0,0,Europe
Grenada,2004,1,39,0,60000,0,889000,Americas
Grenada,2005,1,1,0,1650,0,0,Americas
Grenada,2010,1,0,0,0,0,0,Americas
Guadeloupe,2004,1,1,13,100,40,0,Americas
Guadeloupe,2007,1,0,0,0,0,300000,Americas
Guadeloupe,2010,1,0,0,33000,0,0,Americas
Guam,2002,2,1,0,10044,5100,130000,Oceania
Guam,2004,2,1,0,300,0,1000,Oceania
Guatemala,2000,3,36,36,3500,250,0,Americas
Guatemala,2001,4,55,13,122031,0,14150,Americas
Guatemala,2002,5,71,14,102282,460,100,Americas
Guatemala,2003,2,22,0,220,0,0,Americas
Guatemala,2005,4,1583,426,477428,0,988300,Americas
Guatemala,2006,1,6,0,0,0,0,Americas
Guatemala,2007,3,11,0,6001,0,0,Americas
Guatemala,2008,4,74,0,197300,0,0,Americas
Guatemala,2009,3,36,0,2512837,991,0,Americas
Guatemala,2010,6,227,210,405058,50640,1150000,Americas
Guatemala,2011,7,83,18,537853,0,61913,Americas
Guatemala,2012,3,44,178,1598049,0,210000,Americas
Guinea,2000,2,194,0,322,0,0,Africa
Guinea,2001,2,21,0,220143,0,0,Africa
Guinea,2002,1,23,0,123,0,0,Africa
Guinea,2003,1,24,0,43,0,0,Africa
Guinea,2004,2,100,0,1092,777,0,Africa
Guinea,2005,1,72,0,1884,0,0,Africa
Guinea,2006,3,129,0,1498,0,0,Africa
Guinea,2007,2,90,0,23095,0,0,Africa
Guinea,2008,1,0,0,4200,0,0,Africa
Guinea,2009,1,2,0,40000,0,0,Africa
Guinea,2010,2,8,6,48020,0,0,Africa
Guinea,2011,1,0,0,16143,4000,0,Africa
Guinea,2012,1,105,0,5523,0,0,Africa
Guinea Bissau,2002,1,0,0,100000,0,0,Africa
Guinea Bissau,2003,1,0,0,0,0,0,Africa
Guinea Bissau,2004,2,6,0,199,1000,0,Africa
Guinea Bissau,2005,1,399,0,25111,0,0,Africa
Guinea Bissau,2006,1,0,0,32000,0,0,Africa
Guinea Bissau,2008,2,221,0,14004,750,0,Africa
Guinea Bissau,2010,1,2,0,56792,0,0,Africa
Guyana,2000,1,10,0,0,0,0,Americas
Guyana,2005,1,34,0,274774,0,465100,Americas
Guyana,2006,1,0,0,35000,0,169000,Americas
Guyana,2008,1,0,0,100000,0,0,Americas
Guyana,2010,1,0,0,0,0,14700,Americas
Haiti,2000,2,16,0,0,1200,0,Americas
Haiti,2001,2,26,11,5070,0,20,Americas
Haiti,2002,2,35,4,38585,0,1000,Americas
Haiti,2003,6,128,75,185200,12470,0,Americas
Haiti,2004,3,5422,2773,334056,16548,51000,Americas
Haiti,2005,8,88,58,41818,185,50500,Americas
Haiti,2006,3,16,10,39690,0,0,Americas
Haiti,2007,7,163,233,203700,16109,0,Americas
Haiti,2008,4,698,86,246160,30,0,Americas
Haiti,2009,3,21,0,2796,9910,0,Americas
Haiti,2010,7,229549,577520,3736706,0,8000000,Americas
Haiti,2011,4,39,12,6930,540,0,Americas
Haiti,2012,7,180,27,208782,33330,254000,Americas
Haiti,2013,1,6,0,0,33265,0,Americas
Honduras,2000,2,0,0,1125,0,0,Americas
Honduras,2001,2,21,0,256051,25270,5000,Americas
Honduras,2002,5,19,0,89075,144,100000,Americas
Honduras,2003,2,10,5,3100,0,20000,Americas
Honduras,2004,1,0,0,137500,0,0,Americas
Honduras,2005,5,61,0,103869,800,115500,Americas
Honduras,2006,1,4,0,1500,0,8000,Americas
Honduras,2007,4,7,18,35000,1865,6579,Americas
Honduras,2008,2,67,7,313350,0,0,Americas
Honduras,2009,3,14,136,106771,0,100000,Americas
Honduras,2010,5,211,14,48673,7998,90000,Americas
Honduras,2011,1,33,0,69798,0,0,Americas
Honduras,2012,1,0,0,125000,0,0,Americas
Hong Kong (China),2002,1,299,0,1456,0,0,Asia
Hong Kong (China),2003,2,4,33,3500,0,0,Asia
Hong Kong (China),2005,1,0,0,0,0,0,Asia
Hong Kong (China),2008,3,2,207,0,0,380,Asia
Hong Kong (China),2009,1,0,50,300,0,0,Asia
Hong Kong (China),2010,1,1,0,15000,0,0,Asia
Hungary,2000,2,1,0,2000,0,55000,Europe
Hungary,2001,2,81,0,10000,0,5000,Europe
Hungary,2002,1,0,0,1430,0,30000,Europe
Hungary,2003,2,7,0,0,0,100000,Europe
Hungary,2004,1,0,0,384,9,0,Europe
Hungary,2005,4,52,0,0,0,48000,Europe
Hungary,2006,2,5,300,32000,0,10000,Europe
Hungary,2007,1,500,0,0,0,0,Europe
Hungary,2008,1,17,500,0,0,0,Europe
Hungary,2010,1,1,0,2000,0,440000,Europe
Hungary,2012,1,16,0,0,0,0,Europe
Hungary,2013,1,0,0,1800,0,0,Europe
Iceland,2000,2,0,1,129,69,12000,Europe
Iceland,2010,1,0,0,0,0,0,Europe
India,2000,22,2817,54,100172886,252000,1495500,Asia
India,2001,22,21045,166852,25058889,1792000,2984924,Asia
India,2002,19,2991,300,342023353,5200,961910,Asia
India,2003,17,2251,4609,7857090,236345,613000,Asia
India,2004,7,17737,6913,33748599,105000,3798800,Asia
India,2005,31,4997,6803,28196813,464000,7240000,Asia
India,2006,20,1431,478,3234000,4150000,3390000,Asia
India,2007,20,2236,33,38143000,0,376151,Asia
India,2008,11,1808,50,11589018,2400000,145000,Asia
India,2009,18,2249,118,8992521,4000,2734000,Asia
India,2010,17,1317,305,3882863,907000,2149000,Asia
India,2011,13,1038,250,12504069,325000,2032625,Asia
India,2012,10,599,0,4280860,0,244000,Asia
India,2013,4,610,70,134280,0,0,Asia
Indonesia,2000,15,564,3148,740156,61145,240600,Asia
Indonesia,2001,10,587,16,92500,29600,20000,Asia
Indonesia,2002,16,290,1695,607684,0,351600,Asia
Indonesia,2003,16,534,361,687504,140,4961,Asia
Indonesia,2004,19,166691,1376,262445,532898,4583100,Asia
Indonesia,2005,10,1238,1419,151707,0,5000,Asia
Indonesia,2006,18,7421,138952,3090086,708365,3314243,Asia
Indonesia,2007,19,979,2861,1210620,46675,1671000,Asia
Indonesia,2008,17,144,162,484440,2920,1733,Asia
Indonesia,2009,12,1485,3623,2873550,0,2381000,Asia
Indonesia,2010,12,1294,4309,216133,4830,78000,Asia
Indonesia,2011,12,129,9,18232,10095,5850,Asia
Indonesia,2012,15,107,336,48230,3845,1000,Asia
Indonesia,2013,6,118,210,421886,0,3000000,Asia
Iran Islam Rep,2000,7,90,15,2900,6000,6000,Asia
Iran Islam Rep,2001,5,476,284,1206250,0,103800,Asia
Iran Islam Rep,2002,9,291,1406,345750,4500,363060,Asia
Iran Islam Rep,2003,7,26817,22743,208550,67130,522504,Asia
Iran Islam Rep,2004,4,75,331,2720,4000,240,Asia
Iran Islam Rep,2005,9,734,1621,126267,1750,80000,Asia
Iran Islam Rep,2006,4,77,1494,169800,0,58262,Asia
Iran Islam Rep,2007,2,24,9,160000,0,22000,Asia
Iran Islam Rep,2008,5,56,295,21900,0,0,Asia
Iran Islam Rep,2009,1,0,269,0,0,0,Asia
Iran Islam Rep,2010,6,11,535,750,3500,0,Asia
Iran Islam Rep,2012,4,319,2267,66040,0,500000,Asia
Iran Islam Rep,2013,2,37,850,0,4000,0,Asia
Iraq,2003,1,0,0,0,0,0,Asia
Iraq,2004,2,2,0,8000,0,0,Asia
Iraq,2006,2,20,20,59890,0,1300,Asia
Iraq,2007,1,24,0,4696,0,0,Asia
Iraq,2008,2,15,0,892,600,0,Asia
Iraq,2009,1,2,0,3000,0,0,Asia
Iraq,2011,1,6,1,0,2000,0,Asia
Iraq,2012,1,4,0,0,0,0,Asia
Ireland,2000,3,3,0,1374,0,100000,Europe
Ireland,2002,2,0,0,301,0,0,Europe
Ireland,2004,1,0,0,200,0,0,Europe
Ireland,2005,1,0,0,0,0,0,Europe
Ireland,2009,1,0,0,0,0,0,Europe
Ireland,2011,1,2,0,600,0,325000,Europe
Israel,2000,3,15,0,549,0,2750,Asia
Israel,2010,2,46,22,20000,0,270000,Asia
Italy,2000,4,46,22,46000,0,8050000,Europe
Italy,2001,4,2,0,0,0,278100,Europe
Italy,2002,9,37,62,20001,9500,1942000,Europe
Italy,2003,4,20092,2,1580,0,5766352,Europe
Italy,2004,1,2,0,200,0,0,Europe
Italy,2005,1,9,0,0,0,0,Europe
Italy,2006,2,5,9,150,0,0,Europe
Italy,2007,2,17,0,0,0,0,Europe
Italy,2008,3,9,0,300,0,278000,Europe
Italy,2009,5,335,1140,0,60000,2635000,Europe
Italy,2010,3,3,5,300,0,872000,Europe
Italy,2011,4,29,1,0,0,545000,Europe
Italy,2012,5,73,400,11500,14700,17137601,Europe
Jamaica,2000,1,0,0,0,0,6000,Americas
Jamaica,2001,1,1,0,0,200,55487,Americas
Jamaica,2002,3,13,0,26500,0,21030,Americas
Jamaica,2004,2,16,6,350120,0,895000,Americas
Jamaica,2005,3,6,0,10396,0,34500,Americas
Jamaica,2006,2,4,0,5280,0,0,Americas
Jamaica,2007,2,5,0,32000,1188,300000,Americas
Jamaica,2008,2,13,0,4000,0,66198,Americas
Jamaica,2010,1,15,26,2480,0,150000,Americas
Jamaica,2012,1,1,0,215850,0,0,Americas
Japan,2000,8,32,381,576090,312,9990000,Asia
Japan,2001,6,25,529,20746,12,1800000,Asia
Japan,2002,6,7,255,100792,0,25500,Asia
Japan,2003,6,46,1672,22593,219,1319000,Asia
Japan,2004,13,359,4973,410846,5800,45093500,Asia
Japan,2005,6,136,1947,276427,0,1433000,Asia
Japan,2006,5,62,747,22587,99,2500000,Asia
Japan,2007,8,87,4465,64089,40668,13810000,Asia
Japan,2008,3,29,651,50270,0,277000,Asia
Japan,2009,5,61,438,32400,0,1400000,Asia
Japan,2010,2,180,0,15000,0,0,Asia
Japan,2011,7,19975,28428,364187,0,212520000,Asia
Japan,2012,7,173,2602,99686,0,1702400,Asia
Japan,2013,2,2,1601,8406,0,0,Asia
Jordan,2000,3,9,212,150000,0,0,Asia
Jordan,2002,1,5,25,0,0,0,Asia
Kazakhstan,2000,2,0,0,2614,0,1500,Asia
Kazakhstan,2001,2,3,12,3668,0,0,Asia
Kazakhstan,2003,1,3,626,36000,0,0,Asia
Kazakhstan,2004,1,48,0,0,0,0,Asia
Kazakhstan,2005,1,0,0,25000,0,7662,Asia
Kazakhstan,2008,1,1,0,13000,0,130000,Asia
Kazakhstan,2010,2,44,700,23500,5000,34576,Asia
Kazakhstan,2011,1,2,0,12238,3762,67000,Asia
Kazakhstan,2012,2,0,0,14400,0,0,Asia
Kenya,2000,5,50,0,721,0,0,Africa
Kenya,2001,5,44,0,743,0,38,Africa
Kenya,2002,5,101,8,175000,0,0,Africa
Kenya,2003,2,40,0,60300,0,0,Africa
Kenya,2004,5,143,0,2312141,0,100000,Africa
Kenya,2005,6,106,0,3537845,0,500,Africa
Kenya,2006,7,395,0,783888,0,0,Africa
Kenya,2007,4,39,7,42650,0,0,Africa
Kenya,2008,9,112,20,3862438,0,0,Africa
Kenya,2009,5,307,0,146646,0,0,Africa
Kenya,2010,6,261,0,4515044,0,0,Africa
Kenya,2011,3,33,0,95692,5000,0,Africa
Kenya,2012,2,73,0,4030670,0,100000,Africa
Kenya,2013,1,66,19,100000,0,36000,Africa
Kiribati,2008,1,0,0,0,85,0,Oceania
Korea Dem P Rep,2000,1,46,180,480000,147000,6000000,Asia
Korea Dem P Rep,2001,2,124,84,157500,30000,9400,Asia
Korea Dem P Rep,2002,2,3,436,45771,19637,500,Asia
Korea Dem P Rep,2004,2,24,0,450,199255,20000,Asia
Korea Dem P Rep,2005,1,193,205,0,16093,0,Asia
Korea Dem P Rep,2006,3,282,14,10310,84500,0,Asia
Korea Dem P Rep,2007,2,610,518,1000000,171649,300000,Asia
Korea Dem P Rep,2010,3,20,0,95785,0,0,Asia
Korea Dem P Rep,2011,3,74,887,56705,0,0,Asia
Korea Dem P Rep,2012,3,147,145,3103905,33500,11400,Asia
Korea Dem P Rep,2013,1,5,0,0,23770,0,Asia
Korea Rep,2000,6,61,18,40031,4137,132300,Asia
Korea Rep,2001,4,81,300,310000,0,366000,Asia
Korea Rep,2002,5,225,7,92628,0,4555000,Asia
Korea Rep,2003,1,130,0,65000,15000,4500000,Asia
Korea Rep,2004,7,24,0,6691,3077,827595,Asia
Korea Rep,2005,5,29,0,15910,1840,165500,Asia
Korea Rep,2006,1,46,0,4630,0,0,Asia
Korea Rep,2007,2,23,2,1000,600,70000,Asia
Korea Rep,2008,1,10,13,0,0,0,Asia
Korea Rep,2010,1,12,0,41500,0,0,Asia
Korea Rep,2011,3,121,0,29000,2000,52000,Asia
Korea Rep,2012,3,22,0,3120,0,799000,Asia
Kuwait,2002,1,0,0,1,0,0,Asia
Kyrgyzstan,2000,1,11,0,0,0,0,Asia
Kyrgyzstan,2002,1,0,0,480,522,1500,Asia
Kyrgyzstan,2003,1,38,2,156,53,0,Asia
Kyrgyzstan,2004,3,49,18,0,80,0,Asia
Kyrgyzstan,2005,1,3,0,0,2050,2660,Asia
Kyrgyzstan,2006,2,4,0,21075,50,0,Asia
Kyrgyzstan,2007,1,0,0,845,0,200,Asia
Kyrgyzstan,2008,2,74,142,3000,1055,0,Asia
Kyrgyzstan,2009,1,0,0,2000000,0,0,Asia
Kyrgyzstan,2010,2,0,141,8350,0,0,Asia
Kyrgyzstan,2011,1,0,0,0,0,0,Asia
Kyrgyzstan,2012,2,16,50,11000,0,0,Asia
Lao P Dem Rep,2000,3,59,0,459685,0,1000,Asia
Lao P Dem Rep,2001,1,0,0,453000,0,0,Asia
Lao P Dem Rep,2002,1,2,0,150000,0,0,Asia
Lao P Dem Rep,2004,1,2,0,0,0,0,Asia
Lao P Dem Rep,2008,1,6,0,204190,0,0,Asia
