Country,Year,NumDisaster,NumKilled,NumInjured,NumAffected,NumHomeless,TotalDamUSD,Continent
Rwanda,2011,1,14,20,3588,0,0,Africa
Rwanda,2012,1,5,0,11160,0,0,Africa
Samoa,2001,1,0,0,0,0,1500,Oceania
Samoa,2004,1,1,0,0,0,0,Oceania
Samoa,2005,1,9,0,0,0,0,Oceania
Samoa,2009,1,143,310,5275,0,150000,Oceania
Samoa,2012,1,12,0,12703,0,133000,Oceania
Saudi Arabia,2000,2,133,0,497,0,0,Asia
Saudi Arabia,2001,1,35,0,74,0,0,Asia
Saudi Arabia,2002,1,19,0,0,0,0,Asia
Saudi Arabia,2003,2,12,50,13000,0,0,Asia
Saudi Arabia,2004,1,5,30,400,0,0,Asia
Saudi Arabia,2005,2,63,17,50,0,0,Asia
Saudi Arabia,2009,1,161,0,0,10000,900000,Asia
Saudi Arabia,2010,2,24,0,85,0,0,Asia
Saudi Arabia,2011,1,11,0,0,0,300000,Asia
Saudi Arabia,2012,1,19,0,0,0,0,Asia
Saudi Arabia,2013,1,20,0,0,0,0,Asia
Senegal,2000,1,0,0,0,0,0,Africa
Senegal,2002,4,46,0,463181,0,40979,Africa
Senegal,2003,1,8,0,1277,6492,0,Africa
Senegal,2004,3,8,0,861,1000,0,Africa
Senegal,2005,2,303,0,73022,0,0,Africa
Senegal,2007,2,24,0,8125,0,0,Africa
Senegal,2008,1,1,0,23600,0,0,Africa
Senegal,2009,1,6,0,264000,0,0,Africa
Senegal,2010,2,2,63,102453,0,0,Africa
Senegal,2011,2,0,6,855214,0,0,Africa
Senegal,2012,1,19,0,57000,0,10000,Africa
Serbia,2007,2,0,0,12370,0,0,Europe
Serbia,2009,2,0,500,3210,0,0,Europe
Serbia,2010,6,9,120,30340,1470,132260,Europe
Serbia,2012,3,25,0,88234,0,0,Europe
Serbia,2013,1,0,0,330,0,0,Europe
Serbia Montenegro,2000,4,3,70,6000,12,0,Europe
Serbia Montenegro,2001,1,0,0,170,0,0,Europe
Serbia Montenegro,2002,2,1,100,2400,0,0,Europe
Serbia Montenegro,2005,3,5,0,1945,1845,0,Europe
Serbia Montenegro,2006,2,0,0,36200,0,0,Europe
Seychelles,2002,1,0,0,6800,0,0,Africa
Seychelles,2004,1,3,0,4760,70,30000,Africa
Seychelles,2005,1,0,0,5461,0,0,Africa
Seychelles,2013,1,0,0,1200,0,9300,Africa
Sierra Leone,2000,1,38,0,0,0,0,Africa
Sierra Leone,2001,1,12,0,3,0,0,Africa
Sierra Leone,2003,1,10,0,90,0,0,Africa
Sierra Leone,2004,2,66,0,633,0,0,Africa
Sierra Leone,2005,1,20,0,15000,0,0,Africa
Sierra Leone,2007,1,0,0,4500,0,0,Africa
Sierra Leone,2008,1,170,0,1746,0,0,Africa
Sierra Leone,2009,1,103,15,1455,0,0,Africa
Sierra Leone,2010,2,16,5,234,0,0,Africa
Sierra Leone,2011,1,21,0,0,0,0,Africa
Sierra Leone,2012,1,300,0,23009,0,0,Africa
Sierra Leone,2013,1,0,0,0,2257,0,Africa
Singapore,2000,1,2,0,2022,0,0,Asia
Singapore,2002,1,33,0,205,0,0,Asia
Slovakia,2000,1,6,0,0,0,0,Europe
Slovakia,2001,1,1,0,0,0,6000,Europe
Slovakia,2002,1,0,0,0,0,3000,Europe
Slovakia,2003,1,0,0,0,0,150000,Europe
Slovakia,2004,2,3,24,10530,0,383300,Europe
Slovakia,2005,2,1,0,0,0,0,Europe
Slovakia,2006,2,1,0,100,0,0,Europe
Slovakia,2007,1,1,89,0,0,0,Europe
Slovakia,2010,3,126,0,850,0,25000,Europe
Slovakia,2012,1,5,0,0,0,0,Europe
Slovenia,2003,1,289,0,0,0,80000,Europe
Slovenia,2004,1,1,5,600,0,10000,Europe
Slovenia,2005,1,0,0,0,0,5000,Europe
Slovenia,2007,2,6,0,0,1050,392000,Europe
Slovenia,2012,1,0,0,12000,0,265000,Europe
Solomon Is,2002,1,0,10,0,1100,0,Oceania
Solomon Is,2003,2,0,0,275,150,0,Oceania
Solomon Is,2007,1,52,9,2375,0,0,Oceania
Solomon Is,2008,1,0,0,0,0,0,Oceania
Solomon Is,2009,1,21,0,7000,0,0,Oceania
Solomon Is,2010,3,2,2,17141,590,0,Oceania
Solomon Is,2011,1,0,0,0,0,0,Oceania
Solomon Is,2012,1,0,0,4836,0,0,Oceania
Solomon Is,2013,1,10,0,3329,0,0,Oceania
Somalia,2000,7,688,0,155990,220000,0,Africa
Somalia,2001,2,33,0,6611,0,0,Africa
Somalia,2002,3,93,0,1191,0,0,Africa
Somalia,2003,2,1,0,300,0,0,Africa
Somalia,2004,3,298,283,304800,1500,100000,Africa
Somalia,2005,5,27,20,5199,2500,20,Africa
Somalia,2006,10,246,0,492376,0,0,Africa
Somalia,2007,3,1158,12,43687,2000,0,Africa
Somalia,2008,3,13,0,3352663,0,0,Africa
Somalia,2009,1,0,0,1750,0,0,Africa
Somalia,2010,3,11,0,4016000,200,0,Africa
Somalia,2011,1,0,0,2800,0,0,Africa
Somalia,2012,3,31,0,3012200,20000,0,Africa
South Africa,2000,6,275,100,90107,650,170000,Africa
South Africa,2001,6,50,52,42656,600,0,Africa
South Africa,2002,10,127,566,117002,1000,14041,Africa
South Africa,2003,2,1,0,500,600,0,Africa
South Africa,2004,3,5,0,15000174,15000,0,Africa
South Africa,2005,1,2,58,0,0,20000,Africa
South Africa,2006,2,12,0,7160,0,216000,Africa
South Africa,2007,3,48,0,38000,1600,0,Africa
South Africa,2008,4,115,101,16752,3500,431264,Africa
South Africa,2009,4,33,0,20300,0,15000,Africa
South Africa,2010,1,40,0,6000,0,0,Africa
South Africa,2011,3,46,217,202606,3500,221000,Africa
South Africa,2012,2,13,0,126350,0,200000,Africa
South Africa,2013,1,3,0,2870,0,0,Africa
South Sudan,2012,2,47,0,157000,0,0,Africa
Spain,2000,5,38,2,1000,0,75000,Europe
Spain,2001,2,12,0,751,0,72000,Europe
Spain,2002,2,6,50,1,0,87000,Europe
Spain,2003,2,15095,0,200,0,880000,Europe
Spain,2004,3,29,100,1600,0,17285,Europe
Spain,2005,2,20,1,0,0,2050000,Europe
Spain,2006,3,25,0,0,0,659000,Europe
Spain,2007,4,6,0,4430,0,400000,Europe
Spain,2009,2,20,0,0,0,1900000,Europe
Spain,2010,2,5,0,30,0,340000,Europe
Spain,2011,2,11,300,2400,15000,200000,Europe
Spain,2012,2,14,41,600,0,395000,Europe
Spain,2013,1,0,0,600,0,0,Europe
Sri Lanka,2000,4,12,0,775113,0,3000,Asia
Sri Lanka,2001,2,0,0,1000000,160,0,Asia
Sri Lanka,2002,1,2,0,500000,0,0,Asia
Sri Lanka,2003,1,235,0,695000,0,29000,Asia
Sri Lanka,2004,3,35493,23176,731130,480000,1316500,Asia
Sri Lanka,2005,1,6,0,145000,0,0,Asia
Sri Lanka,2006,1,25,2,333000,0,3000,Asia
Sri Lanka,2007,3,33,0,406000,0,50,Asia
Sri Lanka,2008,4,57,0,826905,0,0,Asia
Sri Lanka,2009,4,349,0,355007,60000,0,Asia
Sri Lanka,2010,2,27,10,239183,0,105000,Asia
Sri Lanka,2011,5,254,92,294943,1060273,500000,Asia
Sri Lanka,2012,3,53,21,2247000,69000,58200,Asia
Sri Lanka,2013,2,110,15,73946,0,0,Asia
St Lucia,2004,1,0,0,0,0,500,Americas
St Lucia,2007,2,1,0,0,0,40000,Americas
St Lucia,2010,3,10,0,3000,0,500,Americas
St Vincent and The Grenadines,2002,1,4,0,0,0,11000,Americas
St Vincent and The Grenadines,2004,1,0,4,1000,0,5000,Americas
St Vincent and The Grenadines,2005,1,0,0,530,0,0,Americas
St Vincent and The Grenadines,2010,1,0,0,6000,100,25000,Americas
St Vincent and The Grenadines,2011,1,0,0,275,0,0,Americas
Sudan,2000,1,186,0,2363,0,0,Africa
Sudan,2001,1,3,0,97000,0,2000,Africa
Sudan,2002,4,82,0,101281,0,0,Africa
Sudan,2003,2,47,56,325178,0,184000,Africa
Sudan,2004,3,98,0,8114,0,0,Africa
Sudan,2005,5,655,0,163454,4780,0,Africa
Sudan,2006,8,1169,0,189769,6000,0,Africa
Sudan,2007,4,734,335,372639,200000,300000,Africa
Sudan,2008,5,32,0,93003,0,0,Africa
Sudan,2009,2,20,0,4411455,0,0,Africa
Sudan,2010,2,36,12,16350,10000,0,Africa
Sudan,2011,1,20,30,0,0,0,Africa
Sudan,2012,3,206,135,3335678,0,0,Africa
Swaziland,2000,2,32,0,273449,0,50,Africa
Swaziland,2001,1,0,0,970000,0,0,Africa
Swaziland,2005,1,0,0,890,260,0,Africa
Swaziland,2006,1,1,0,6535,0,0,Africa
Swaziland,2007,2,2,0,411500,0,0,Africa
Swaziland,2008,1,0,0,2500,0,0,Africa
Sweden,2002,3,1,0,350,0,0,Europe
Sweden,2005,2,7,0,0,0,2800000,Europe
Switzerland,2000,1,16,0,1500,0,330000,Europe
Switzerland,2001,1,0,0,0,0,0,Europe
Switzerland,2002,4,5,2,282,0,180000,Europe
Switzerland,2003,2,1039,7,0,0,285000,Europe
Switzerland,2005,2,6,0,2500,0,2100000,Europe
Switzerland,2006,2,1,0,3000,0,0,Europe
Switzerland,2007,3,1,1,100,0,450000,Europe
Switzerland,2009,1,0,0,0,0,1000000,Europe
Switzerland,2010,2,0,0,0,0,14000,Europe
Switzerland,2011,1,0,3,0,0,0,Europe
Switzerland,2012,2,11,0,0,0,0,Europe
Switzerland,2013,1,0,84,0,0,250000,Europe
Syrian Arab Rep,2001,1,27,172,0,0,0,Asia
Syrian Arab Rep,2002,1,80,23,0,0,0,Asia
Syrian Arab Rep,2004,1,5,180,0,0,0,Asia
Syrian Arab Rep,2006,1,6,0,0,0,0,Asia
Syrian Arab Rep,2008,1,0,0,1300000,0,0,Asia
Taiwan (China),2000,2,103,102,0,2000,285000,Asia
Taiwan (China),2001,5,195,339,650000,2000,1047000,Asia
Taiwan (China),2002,4,49,200,609,0,25050,Asia
Taiwan (China),2003,1,3,0,0,0,0,Asia
Taiwan (China),2004,5,79,108,8765,0,407710,Asia
Taiwan (China),2005,5,33,139,4200,0,301000,Asia
Taiwan (China),2006,4,8,42,1100,0,116130,Asia
Taiwan (China),2007,2,18,79,1000,1800,60000,Asia
Taiwan (China),2008,5,54,88,0,0,142400,Asia
Taiwan (China),2009,1,630,46,2307477,0,250000,Asia
Taiwan (China),2010,3,34,196,0,0,1073100,Asia
Taiwan (China),2012,3,20,0,35000,0,52200,Asia
Taiwan (China),2013,1,4,19,1500,0,1100,Asia
Tajikistan,2000,2,0,0,3006000,0,57000,Asia
Tajikistan,2001,3,1,15,3020,150,834,Asia
Tajikistan,2002,6,35,63,2248,3490,2836,Asia
Tajikistan,2003,4,7,0,7412,780,61000,Asia
Tajikistan,2004,2,0,0,400180,0,12000,Asia
Tajikistan,2005,3,24,3,6327,735,50000,Asia
Tajikistan,2006,3,25,24,29131,0,22000,Asia
Tajikistan,2007,4,49,3,24184,125,0,Asia
Tajikistan,2008,2,0,0,2800000,0,840000,Asia
Tajikistan,2009,1,21,0,15000,0,1000,Asia
Tajikistan,2010,4,96,300,15484,1134,205500,Asia
Tajikistan,2011,2,0,0,2130,0,0,Asia
Tajikistan,2012,3,3,0,8087,0,760,Asia
Tajikistan,2013,1,0,0,2500,0,0,Asia
Tanzania Uni Rep,2000,6,74,23,1648,1835,0,Africa
Tanzania Uni Rep,2001,5,43,0,515,1050,0,Africa
Tanzania Uni Rep,2002,3,20,0,1349,2000,0,Africa
Tanzania Uni Rep,2003,2,0,0,1902000,0,0,Africa
Tanzania Uni Rep,2004,2,10,0,254000,0,0,Africa
Tanzania Uni Rep,2005,3,9,0,16124,0,0,Africa
Tanzania Uni Rep,2006,8,70,28,3701410,21500,0,Africa
Tanzania Uni Rep,2007,2,119,0,284,0,0,Africa
Tanzania Uni Rep,2008,4,73,22,8170,1942,0,Africa
Tanzania Uni Rep,2009,4,50,0,51205,0,0,Africa
Tanzania Uni Rep,2011,4,37,200,1059000,6776,0,Africa
Tanzania Uni Rep,2012,1,10,0,0,0,0,Africa
Thailand,2000,6,198,570,3366396,0,109056,Asia
Thailand,2001,7,222,139,465660,4730,28500,Asia
Thailand,2002,7,192,162,8317865,36104,40127,Asia
Thailand,2003,5,16,0,112704,0,26400,Asia
Thailand,2004,8,8389,8467,574658,50,1175000,Asia
Thailand,2005,6,86,40,822770,0,658246,Asia
Thailand,2006,3,280,0,2557308,0,34940,Asia
Thailand,2007,5,53,0,183000,0,1500,Asia
Thailand,2008,6,39,0,11572157,1000,27844,Asia
Thailand,2009,1,15,0,200000,0,0,Asia
Thailand,2010,3,260,0,15454135,0,332000,Asia
Thailand,2011,6,923,16,11253838,0,40317000,Asia
Thailand,2012,1,0,0,235545,0,0,Asia
Togo,2001,2,235,0,1567,0,0,Africa
Togo,2002,1,95,0,494,0,0,Africa
Togo,2003,1,40,0,790,0,0,Africa
Togo,2006,1,0,0,2000,0,0,Africa
Togo,2007,1,41,77,127880,13374,0,Africa
Togo,2008,2,12,79,45421,0,0,Africa
Togo,2009,1,0,0,0,0,0,Africa
Togo,2010,3,82,0,111786,0,0,Africa
Tonga,2001,1,0,0,16500,0,51300,Oceania
Tonga,2004,1,0,0,0,0,0,Oceania
Tonga,2009,1,9,7,500,0,9500,Oceania
Tonga,2011,1,0,0,0,0,3000,Oceania
Trinidad and Tobago,2004,2,3,0,1760,0,1000,Americas
Trinidad and Tobago,2005,1,0,0,0,0,0,Americas
Trinidad and Tobago,2010,1,0,0,0,0,0,Americas
Tunisia,2003,2,12,0,27000,0,0,Africa
Tunisia,2007,2,16,0,6500,0,0,Africa
Tunisia,2009,1,17,8,0,0,0,Africa
Turkey,2000,6,16,380,25000,350,41000,Asia
Turkey,2001,7,50,176,3555,0,25000,Asia
Turkey,2002,4,90,327,225000,30000,95000,Asia
Turkey,2003,5,186,692,245240,45000,135000,Asia
Turkey,2004,11,89,217,38443,50000,0,Asia
Turkey,2005,7,41,253,5950,0,0,Asia
Turkey,2006,3,79,15,63222,0,317000,Asia
Turkey,2007,4,19,0,3150,36,0,Asia
Turkey,2008,1,2,0,0,300,0,Asia
Turkey,2009,4,62,31,35106,0,550000,Asia
Turkey,2010,2,64,106,3500,200,0,Asia
Turkey,2011,4,655,4306,6786,32075,1744000,Asia
Turkey,2012,1,13,0,0,0,0,Asia
Turkmenistan,2000,1,11,0,0,0,0,Asia
Tuvalu,2011,1,0,0,0,0,0,Oceania
Uganda,2000,5,259,5,723,10000,0,Africa
Uganda,2001,4,26,10,3865,300,0,Africa
Uganda,2002,4,96,0,655760,200,0,Africa
Uganda,2003,3,60,0,942,1500,0,Africa
Uganda,2004,3,3,0,10053,20000,0,Africa
Uganda,2005,3,21,0,600726,0,0,Africa
Uganda,2006,6,206,0,11382,0,0,Africa
Uganda,2007,4,165,0,444007,282975,71,Africa
Uganda,2008,3,77,40,1130388,0,0,Africa
Uganda,2009,2,17,0,544,0,0,Africa
Uganda,2010,3,436,10,681975,0,0,Africa
Uganda,2011,2,50,47,63075,0,0,Africa
Uganda,2012,5,174,180,20864,3368,0,Africa
Uganda,2013,2,17,216,20000,0,3100,Africa
Ukraine,2000,4,10,710,47400,0,205000,Europe
Ukraine,2001,1,9,0,300000,0,15000,Europe
Ukraine,2003,1,0,0,600,0,0,Europe
Ukraine,2005,2,801,9600,58340,0,0,Europe
Ukraine,2006,2,2,0,5000,0,23855,Europe
Ukraine,2007,2,0,17,6268,1267,100000,Europe
Ukraine,2008,2,43,0,224725,0,1000000,Europe
Ukraine,2009,1,27,0,0,0,0,Europe
Ukraine,2010,1,6,59,40000,0,1900,Europe
Ukraine,2012,3,195,3026,85000,0,1690000,Europe
United Kingdom,2000,5,16,4,21540,0,7418150,Europe
United Kingdom,2001,3,11,0,270,0,0,Europe
United Kingdom,2002,6,15,0,754,0,400050,Europe
United Kingdom,2003,1,301,0,0,0,0,Europe
United Kingdom,2004,1,0,8,1000,0,96000,Europe
United Kingdom,2005,4,11,0,3000,0,700000,Europe
United Kingdom,2007,5,27,1,344700,30000,9708000,Europe
United Kingdom,2008,3,8,0,3300,0,3000,Europe
United Kingdom,2009,3,8,47,4080,0,484000,Europe
United Kingdom,2010,2,0,0,0,0,500,Europe
United Kingdom,2012,5,8,0,3785,0,2946000,Europe
United States,2000,31,162,360,81564,6374,5301600,Americas
United States,2001,28,153,641,128218,75868,8335800,Americas
United States,2002,32,443,413,171053,3409,10816100,Americas
United States,2003,23,210,566,258195,16101,18942600,Americas
United States,2004,23,219,62,5099724,1035,55692000,Americas
United States,2005,16,1973,47,848415,1542,159060330,Americas
United States,2006,29,326,296,82974,267,6422360,Americas
United States,2007,23,333,521,666470,1127,9663000,Americas
United States,2008,22,303,768,13390150,300,57762000,Americas
United States,2009,17,145,247,9750,1326,12256000,Americas
United States,2010,14,98,171,12300,0,9162500,Americas
United States,2011,23,809,3598,395700,32100,59433000,Americas
United States,2012,25,318,437,91409,1305,98469000,Americas
United States,2013,5,92,600,170084,1920,5700000,Americas
Uruguay,2000,3,7,0,5400,100,0,Americas
Uruguay,2001,1,0,0,5000,0,0,Americas
Uruguay,2002,2,2,0,1300,2700,25000,Americas
Uruguay,2003,1,0,0,200,0,0,Americas
Uruguay,2004,1,0,0,2000,0,0,Americas
Uruguay,2005,1,7,12,0,0,0,Americas
Uruguay,2007,3,2,0,110000,10000,45000,Americas
Uruguay,2009,1,12,0,22000,0,0,Americas
Uruguay,2010,1,4,0,0,0,0,Americas
Uzbekistan,2000,1,0,0,600000,0,50000,Asia
Uzbekistan,2005,1,0,0,1500,0,0,Asia
Uzbekistan,2011,1,13,0,86,0,0,Asia
Vanuatu,2001,3,2,0,5005,295,0,Oceania
Vanuatu,2002,3,0,4,4000,0,0,Oceania
Vanuatu,2004,1,2,8,54000,0,0,Oceania
Vanuatu,2005,1,0,0,5000,0,0,Oceania
Vanuatu,2006,1,0,0,0,0,0,Oceania
Vanuatu,2008,1,0,0,9000,0,0,Oceania
Vanuatu,2009,2,0,0,1350,0,0,Oceania
Vanuatu,2011,2,0,0,0,0,0,Oceania
Venezuela,2000,2,15,4,27000,0,0,Americas
Venezuela,2002,1,4,0,55376,0,3000,Americas
Venezuela,2003,2,1,0,450,200,0,Americas
Venezuela,2004,2,40,5,1645,4080,0,Americas
Venezuela,2005,4,97,147,44000,1650,51000,Americas
Venezuela,2006,1,0,0,95,40,0,Americas
Venezuela,2008,1,8,0,1500,0,0,Americas
Venezuela,2009,1,0,0,0,0,0,Americas
Venezuela,2010,3,49,0,94918,0,170000,Americas
Venezuela,2011,3,17,0,1668,2000,16000,Americas
Venezuela,2012,1,0,0,11000,0,93000,Americas
Viet Nam,2000,11,592,215,5027505,11860,291035,Asia
Viet Nam,2001,7,392,95,1785895,23100,171900,Asia
Viet Nam,2002,7,152,116,2733558,0,284200,Asia
Viet Nam,2003,5,143,81,402888,18880,105000,Asia
Viet Nam,2004,7,231,23,535951,0,38000,Asia
Viet Nam,2005,11,324,31,851900,18205,346370,Asia
Viet Nam,2006,11,579,2010,2994720,352680,1099000,Asia
Viet Nam,2007,7,353,322,1599755,47525,981000,Asia
Viet Nam,2008,10,411,163,776330,12660,673500,Asia
Viet Nam,2009,6,356,1006,3607820,108635,1065200,Asia
Viet Nam,2010,7,221,103,1522710,1620,704700,Asia
Viet Nam,2011,5,138,77,1361570,0,219002,Asia
Viet Nam,2012,4,72,147,59320,297045,372800,Asia
Wallis and Futuna Is,2012,1,0,2,1250,0,0,Oceania
Yemen,2000,1,32,0,289,0,0,Asia
Yemen,2001,3,63,0,0,0,0,Asia
Yemen,2002,4,53,0,260,440,0,Asia
Yemen,2003,1,15,0,0,0,0,Asia
Yemen,2005,4,87,17,394,500,0,Asia
Yemen,2006,2,30,20,0,2300,0,Asia
Yemen,2007,4,99,33,2600,0,0,Asia
Yemen,2008,1,90,64,25000,0,400000,Asia
Yemen,2009,1,11,0,0,0,0,Asia
Yemen,2010,2,22,2,0,1000,0,Asia
Zaire/Congo Dem Rep,2000,2,26,0,63,0,0,Africa
Zaire/Congo Dem Rep,2001,12,900,26,24094,0,0,Africa
Zaire/Congo Dem Rep,2002,11,2742,440,541875,110000,9000,Africa
Zaire/Congo Dem Rep,2003,7,815,2573,20401,21481,0,Africa
Zaire/Congo Dem Rep,2004,5,706,0,46220,0,0,Africa
Zaire/Congo Dem Rep,2005,4,109,3,4872,5386,0,Africa
Zaire/Congo Dem Rep,2006,11,155,66,87356,3600,0,Africa
Zaire/Congo Dem Rep,2007,3,204,100,1919,0,0,Africa
Zaire/Congo Dem Rep,2008,3,36,10,17355,500,7000,Africa
Zaire/Congo Dem Rep,2009,6,209,0,20909,125,0,Africa
Zaire/Congo Dem Rep,2010,6,110,7,73042,5730,0,Africa
Zaire/Congo Dem Rep,2011,4,636,0,34757,2000,0,Africa
Zaire/Congo Dem Rep,2012,5,609,33,27118,1010,0,Africa
Zambia,2000,3,163,0,13224,0,0,Africa
Zambia,2001,2,16,0,618325,0,0,Africa
Zambia,2003,3,183,0,3835,11000,0,Africa
Zambia,2004,1,2,13,196385,0,0,Africa
Zambia,2005,3,21,0,1211615,0,0,Africa
Zambia,2006,1,5,0,105,0,0,Africa
Zambia,2007,4,19,0,1553636,0,0,Africa
Zambia,2008,2,177,0,23312,0,0,Africa
Zambia,2009,2,118,0,620012,0,0,Africa
Zambia,2010,2,9,0,1200,150,0,Africa
Zambia,2011,1,0,0,1375,0,0,Africa
Zambia,2012,1,2,0,153,0,0,Africa
Zimbabwe,2000,4,182,0,202812,66000,72900,Africa
Zimbabwe,2001,2,13,0,6030000,0,3600,Africa
Zimbabwe,2002,2,4,0,452,0,0,Africa
Zimbabwe,2003,3,50,0,18750,0,200000,Africa
Zimbabwe,2005,2,87,0,1183,0,0,Africa
Zimbabwe,2007,5,94,0,2127000,0,1200,Africa
Zimbabwe,2008,1,4276,0,98349,0,0,Africa
Zimbabwe,2009,2,55,0,1346,0,0,Africa
Zimbabwe,2010,4,8,0,1668696,0,0,Africa
Zimbabwe,2011,2,45,0,1140,0,0,Africa
Zimbabwe,2013,1,125,0,9700,0,0,Africa
